cap-shape;cap-surface;cap-color;bruises?;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;;n;t;;;;;;e;;;s;;;;;;;n;;;p
;;n;t;;;;;;e;;;s;;;;;;;k;;;p
;;;t;;;;;p;e;;;s;;;;;;;;;;p
f;;;;;;;;;e;;;s;;;;;;;;;g;p
f;;;;;;;;;e;;;s;;;;;;;;s;;p
f;;w;;;;;;;e;;;s;;;;;;;;;;p
;;;;;;;;;e;;;s;;;;;;;;;d;p
;;w;;;;;n;;e;;;s;;;;;;;;;;p
;;n;;;;;;;e;;;s;;;;;;;;;g;p
;;n;;;;;;;e;;;s;;;;;;;;s;;p
f;;;t;;;;;;;;;s;;;;;;;;;g;p
f;;;t;;;;;;;;;s;;;;;;;;s;;p
;;n;t;;;;;;;;;s;;;;;;;;;g;p
;;n;t;;;;;;;;;s;;;;;;;;s;;p
;;;t;;;;;p;;;;s;;;;;;;;;g;p
;;;t;;;;;p;;;;s;;;;;;;;s;;p
;y;;;;;;n;;;;;s;;;;;;;;;d;p
;y;w;;;;;n;;;;;s;;;;;;;;;;p
;;;;;;;;;;?;;s;;;;;;;;;d;p
;s;n;;;;;;;;;;s;;;;;;;;;d;p
;;;;;;;;;;;;s;;;;;;;w;;d;p
k;;;;;;;;;;;;s;;;;;;;;;d;p
;;;;;;;n;;;?;;s;;;;;;;;;;p
;;;;;;;;;;;;s;;;;;;;h;;;p
k;;;;;;;;;;;;s;;;;;;;;;p;p
;;;f;;;;;;t;;;;;;;;;;;v;;p
;;;f;;;;n;;t;;;;;;;;;;;;;p
;y;;f;;;;;;t;;;;;;;;;;;;;p
;;;f;;;;;;t;;;;;;;;;;;;d;p
;s;;f;;;;;;;;;;w;;;;;;;v;;p
;;;f;;;;;;;b;;;w;;;;;p;;;;p
;;;f;;;;;;;;;;w;;;;;p;;;d;p
;;;f;;;;;;;b;;;w;;;;;;;;d;p
;s;;f;;;;;;;b;;;w;;;;;;;;;p
f;s;;f;;;;;;;?;;;w;;;;;;;;;p
f;s;;f;;;;;;;;;;w;;;;;;w;;;p
;s;;f;;;;;;;;;;w;;;;;;;;d;p
;;n;f;;;;;;;;;;w;;;;;;;;d;p
k;s;n;f;;;;;;;;;;w;;;;;;;;;p
;;n;f;;;;;;;?;;;w;;;;;;;;;p
;;;f;;;;;;;;;;w;;;;;;;;p;p
;;;f;;;;;;;;;;;w;;;;;w;v;;p
;s;;f;;;;;;;;;;;w;;;;;;v;;p
;;;f;;;;;;;;;;;w;;;;p;;;d;p
;;;f;;;;;;;b;;;;w;;;;;;;;p
;y;;f;;;;;;;;;;;w;;;;e;;;;p
;y;;f;;;;;;;;;;;w;;;;;w;;;p
;y;n;f;;;;;;;;;;;w;;;;;;;;p
k;y;;f;;;;;;;;;;;w;;;;;;;;p
f;s;;f;;;;;;;?;;;;w;;;;;;;;p
f;;;f;;;;;;;;;;;w;;;;;w;;;p
;s;;f;;;;;;;;;;;w;;;;;;;d;p
;;n;f;;;;;;;;;;;w;;;;;;;d;p
;;;f;;;;;;;;;;;w;;;;e;w;;;p
k;;;f;;;;;;;;;;;w;;;;e;;;;p
;;;f;;;w;n;;;;;;;w;;;;;;;;p
;;n;f;;;;;;;?;;;;w;;;;;;;;p
;;n;f;;;;;;;;;;;w;;;;;w;;;p
k;;n;f;;;;;;;;;;;w;;;;;;;;p
;;;f;;;;;;;;;;;w;;;;;;;p;p
;;;f;;;;;;;b;;;;;;;;p;;v;;p
;;;f;;;;;;;;;;;;;;;p;;v;d;p
;;;f;;;;;;;b;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;;;;;;;;v;d;p
;;n;f;;;;;;;;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;;;;;;;w;v;;p
;;;f;;;;;;;;;;;;;;;;;v;p;p
;;;f;;;;n;;;b;;;;;;;;p;;;;p
;f;;f;;;;;;;b;;;;;;;;p;;;;p
;;;f;;;w;;;;b;;;;;;;;p;;;;p
;;;f;;;;n;;;;;;;;;;;p;;;d;p
;;w;f;;;;;;;;;;;;;;;p;;;d;p
;;;f;;;w;n;;;;;;;;;;;p;;;;p
;;w;f;;;;n;;;;;;;;;;;p;;;;p
;;;f;;;;n;;;b;;;;;;;;;;;d;p
;f;;f;;;;;;;b;;;;;;;;;;y;;p
;;;f;;;;;;;b;;;;;;;;;n;;;p
;;;f;;;;;;;b;;;;;;;;;k;;;p
;;g;f;;;;;;;b;;;;;;;;;;;;p
;;;f;;;;;p;;b;;;;;;;;;;;;p
;;w;f;;;;;;;b;;;;;;;;;;;;p
f;;;f;;;;;;e;;;;;;;;;;;;g;p
;y;;f;;;;;;;?;;;;;;;;;w;;;p
;y;n;f;;;;;;;?;;;;;;;;;;;;p
k;y;;f;;;;;;;?;;;;;;;;;;;;p
;y;;f;;;;;;;;;;;;;;;;;;g;p
;y;g;f;;;;;;;;;;;;;;;;;;;p
;y;;f;;;;;g;;;;;;;;;;;;;;p
f;;;f;;;;;;;?;;;;;;;;;w;;;p
;f;;f;;;;;;;;;;;;;;;;;;d;p
;;;f;;;;;;;;;;;;;;;;n;;d;p
;;;f;;;;;;;;;;;;;;;;k;;d;p
;;g;f;;;;;;;;;;;;;;;;;;d;p
;;;f;;;w;;;;;;;;;;;;;;;d;p
;s;;f;;;;;;;;;;;;;;;e;w;;;p
k;s;;f;;;;;;;;;;;;;;;e;;;;p
;;;f;;;;;;;?;;;;;;;;e;;;;p
;s;;f;;;;n;;;;;;;;;;;;;;;p
;;n;f;;;;;;;?;;;;;;;;;w;;;p
;;;f;;;;;;;;;;;;;;;;;y;g;p
;;;f;;;;;;;;;;;p;;;;;;;;p
;;;f;;;;;;;;;;p;;;;;;;;;p
;;g;f;;;;;;;;;;;;;;;;;;p;p
;;e;f;;;;;;;;;;;;;;;;;;;p
;;;f;;;;;p;;;;;;;;;;;;;p;p
;;y;f;;;;;;;;;;;;;;;;;;;p
;;p;f;;;;;;;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;e;;v;;p
;s;n;;;;;;;t;;;;;;;;;;;v;;p
;;;;;;;;;t;;;f;;;;;;;;v;;p
;;;;;;;;;t;;f;;;;;;;;;v;;p
;s;g;;;;;;;t;;;;;;;;;p;;;;p
;s;g;;;;;;;t;b;;;;;;;;;;;;p
;s;g;t;;;;;;t;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;p;;;g;p
;;;t;;;;;;t;;;;;;;;;;;;g;p
;;;;;;;;;t;;;;;;;;;p;;s;;p
;;;t;;;;;;t;;;;;;;;;;;s;;p
;;;;;;;;;t;b;;f;;;;;;;;;;p
;;;;;;;;;t;b;f;;;;;;;;;;;p
;y;;;;;;;;t;;;;;;;;;e;;;;p
;y;;;;;;n;;t;;;;;;;;;;;;;p
;s;n;;;;;;;t;;;;;;;;;;;;d;p
;;;;;;;n;;t;;;;;;;;;e;;;;p
;;e;;;;;;;t;;;;;;;;;e;;;;p
;s;e;;;;;;;t;;;;;;;;;;;;;p
;;n;;;;;n;;t;;;;;;;;;;;;;p
;;;;;;;;;t;?;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;w;;;p
;;;;;;;;;t;;k;;;;;;;;;;;p
;;;;;;;;;t;;;k;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;h;;;p
;;;;;;;;;t;;;;;;;;;;;;p;p
;;;;;;;;;t;;;;;;;;;;;;l;p
k;;;;;;;;;t;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;;;u;p
;;b;;;;;;;t;;;;;;;;;;;;;p
;s;;;;;;;;e;;;;w;;;;;;n;v;;p
;s;;;;;;;;;?;;;w;;;;;;;v;;p
k;s;;;;;;;;;;;;w;;;;;;;v;;p
;;n;;;;;;;;?;;;w;;;;;;;v;;p
k;;;;;;;;;;?;;;w;;;;;;;v;;p
;;;;;;;;;e;;;;w;;;;;p;;;d;p
;;;;;;;;;e;b;;;w;;;;;;;;d;p
;s;;;;;;;;e;;;;w;;;;;;;;d;p
;;;;;;;;;;;;;w;;;;;;w;;d;p
;s;n;;;;;;;;;;;w;;;;;;;;d;p
k;;;;;;;;;;;;;w;;;;;;;;d;p
;s;;;;;;;;;;;;w;;;;;;;;l;p
;;;;;;;;;;?;;;w;;;;;;;;l;p
k;;;;;;;;;;;;;w;;;;;;;;p;p
;s;;;;;;;;e;;;;;w;;;;;n;v;;p
;;;;;;;;;;;;;;w;;;;e;;v;;p
;s;;;;;;;;;?;;;;w;;;;;;v;;p
;;n;;;;;;;;?;;;;w;;;;;;v;;p
k;;;;;;;;;;;;;;w;;;;;;v;;p
;;;;;;;;;;;f;;;w;;;;;;v;;p
;;;;;;;;;e;;;;;w;;;;p;;;d;p
;;;;;;;;;e;b;;;;w;;;;;;;d;p
;;;;;;;n;;e;b;;;;w;;;;;;;;p
;f;;;;;;;;e;b;;;;w;;;;;;;;p
;;;;;;w;;;e;b;;;;w;;;;;;;;p
;;;;;;;;;;b;;f;;w;;;;;;;;p
;;;;;;;;;;b;f;;;w;;;;;;;;p
;s;;;;;;;;e;;;;;w;;;;;;;d;p
;;;;;;w;n;;e;;;;;w;;;;;;;;p
;y;n;;;;;n;;;;;;;w;;;;;;;;p
;;;;;;;;;;;;;;w;;;;;w;;d;p
;s;n;;;;;;;;;;;;w;;;;;;;d;p
k;;;;;;;;;;;;;;w;;;;;;;d;p
;;;;;;;n;;;;;;;w;;;;e;;;;p
;;;;;;;n;;;;;;;w;;;;;w;;;p
k;;;;;;;n;;;;;;;w;;;;;;;;p
k;;;;;;;;;;;;;;w;;;;;;;p;p
;;;;;;;;;;;;;;w;;;;;;;l;p
;;;;;;;;;e;;;;;;;;;p;;v;d;p
;;w;;;;;;;e;;;;;;;;;p;;v;;p
;;;;;;;;;e;b;;;;;;;;;;v;d;p
;;;t;;;;;;e;;;;;;;;;;n;v;;p
;;;t;;;;;;e;;;;;;;;;;k;v;;p
;;w;t;;;;;;e;;;;;;;;;;;v;;p
;s;w;;;;;;;e;;;;;;;;;;;v;;p
;;y;;;;;;;e;;;;;;;;;;;v;;p
;y;n;;;;;;;;?;;;;;;;;;;v;;p
k;y;;;;;;;;;?;;;;;;;;;;v;;p
;y;y;;;;;;;;;;;;;;;;;;v;;p
;y;;;;;;;g;;;;;;;;;;;;v;;p
;;;;;;;;;;;;;;;;;;;w;v;d;p
;s;n;;;;;;;;;;;;;;;;;;v;d;p
k;;;;;;;;;;;;;;;;;;;;v;d;p
;;;;;;;;;;;;;;n;;;;;;v;d;p
;s;;;;;;;;;;;;;;;;;e;;v;;p
;;;;;;;;;;?;;;;;;;;e;;v;;p
;;e;;;;;;;;;;;;;;;;e;;v;;p
k;s;;;;;;;;;;;;;;;;;;w;v;;p
;s;;;;;;;;;;;;;;;;;;k;v;;p
;s;e;;;;;;;;;;;;;;;;;;v;;p
;s;;;;;;;;;e;;;;;;;;;;v;;p
;s;;;;;;;;;;;f;;;;;;;;v;;p
;s;;;;;;;;;;f;;;;;;;;;v;;p
;;;;;;;;;;?;;;;;;;;;w;v;;p
;;e;;;;;;;;?;;;;;;;;;;v;;p
;;e;;;;;;;;;;;;;;;;;w;v;;p
;;;;;;;;;;;k;;;;;;;;;v;;p
;f;;;;;;;h;;;;;;;;;;;;v;;p
;;;;;;;;;;;;k;;;;;;;;v;;p
;;;;;;;;;;;;;;;;;;;;v;g;p
;;g;;;;;;h;;;;;;;;;;;;v;;p
k;;e;;;;;;;;;;;;;;;;;;v;;p
;;;;;;;;p;;;;;;;;;;;;v;p;p
;;y;;;;;;;;;;;;;;;;;;v;p;p
k;;;;;;;;;;;;;;;;;;;;v;p;p
;;;;;;;;;;;;;;n;;;;;;v;p;p
;;w;;;;;;;;e;;;;;;;;;;v;;p
;;y;;;;;;g;;;;;;;;;;;;v;;p
;;;;;;;;;;;;;n;;;;;;;v;;p
;;b;;;;;;;;;;;;;;;;;;v;;p
;;;;;;;n;;e;b;;;;;;;;p;;;;p
;f;;;;;;;;e;b;;;;;;;;p;;;;p
;;;;;;w;;;e;b;;;;;;;;p;;;;p
f;;w;;;;;;;e;;;;;;;;;p;;;;p
;;;;;;;n;;e;;;;;;;;;p;;;d;p
;;w;;;;;;;e;;;;;;;;;p;;;d;p
;;;;;;w;n;;e;;;;;;;;;p;;;;p
;;;;;;;n;w;e;;;;;;;;;p;;;;p
;;w;;;;;n;;e;;;;;;;;;p;;;;p
;y;;;;;;n;;;;;;;;;;;p;;;;p
f;s;;;;;;;;;;;;;;;;;p;;;g;p
f;s;;;;;;;;;;;;;;;;;p;;s;;p
f;;w;;;;;;;;;;;;;;;;p;;;g;p
f;;w;;;;;;;;;;;;;;;;p;;s;;p
;s;;;;;;;;;e;;;;;;;;p;;;;p
;;;;;;;;;;;;;;;;;;p;h;;;p
;;;;;;;;;;e;;;;;;;;p;;;g;p
;;;;;;;;;;e;;;;;;;;p;;s;;p
;;w;;;;;;;;e;;;;;;;;p;;;;p
;;;;;;;;h;;;;;;;;;;p;;;;p
;;;;;;;;;;;;f;;;;;;p;;;;p
;;;;;;;;;;;f;;;;;;;p;;;;p
;;b;;;;;;;;;;;;;;;;p;;;;p
;;;;;;;n;;e;b;;;;;;;;;;;d;p
;f;g;;;;;;;e;b;;;;;;;;;;;;p
;f;;;;;;;;e;b;;;;;;;;;;y;;p
;;;;;;;;;e;b;;;;;;;;;n;;;p
;;;;;;;;;e;b;;;;;;;;;k;;;p
;;;;;;;;p;e;b;;;;;;;;;;;;p
;;y;;;;;;;e;b;;;;;;;;;;;;p
;;w;;;;;;;e;b;;;;;;;;;;;;p
;y;y;;;;;;;;b;;;;;;;;;;;;p
;s;;;;;;;;;b;;f;;;;;;;;;;p
;s;;;;;;;;;b;f;;;;;;;;;;;p
;;;;;;;n;;;b;;;;;;;;;k;;;p
;;g;;;;;n;;;b;;;;;;;;;;;;p
;;;;;;;;;;b;k;;;;;;;;;;;p
;;;;;;;;;;b;;k;;;;;;;;;;p
;;;;;;;;;;b;;;;;;;;;h;;;p
;;;;;;;;;;b;;;;;;;;;;;g;p
;;y;;;;;;;;b;;;;;;;;;;y;;p
;;;;;;;;p;;b;;;;;;;;;;;p;p
;;;;;;;;;;b;;;;;;;;;;s;;p
;;y;;;;;;;;b;;;;;;;;;;;p;p
;;;;;;;;g;;b;;;;;;;;;;;;p
;;;;;;;;h;;b;;;;;;;;;;;;p
;;;;;;;;;;b;;;;;;;;;;;u;p
;;b;;;;;;;;b;;;;;;;;;;;;p
f;;w;t;;;;;;e;;;;;;;;;;;;;p
;;;t;;;;n;;e;;;;;;;;;;;;;p
;y;g;;;;;;p;e;;;;;;;;;;;;;p
f;f;;;;;;;;e;;;;;;;;;;;;g;p
f;;g;;;;;;;e;;;;;;;;;;;;g;p
;f;;;;;;;;e;;;;;;;;;;;;d;p
;;;;;;;;;e;;;;;;;;;;n;;d;p
;;;;;;;;;e;;;;;;;;;;k;;d;p
;;g;;;;;;;e;;;;;;;;;;;;d;p
;;;;;;w;;;e;;;;;;;;;;;;d;p
;;y;;;;;;;e;;;;;;;;;;;;d;p
;s;;;;;;n;;e;;;;;;;;;;;;;p
;s;;;;;;;;e;e;;;;;;;;;;;;p
;;w;;;;;n;;e;;;;;;;;;;n;;;p
;f;y;;;;;;;e;;;;;;;;;;;;;p
;f;;;;;;;h;e;;;;;;;;;;;;;p
;;;;;;;;;e;e;;;;;;;;;;;g;p
;;;;;;;;h;e;;;;;;;;;;;;g;p
;;;;;;;;;e;;;;;p;;;;;;;;p
;;;;;;;;;e;;;;p;;;;;;;;;p
;;g;;;;;;h;e;;;;;;;;;;;;;p
;;;;;;;;;e;e;;;;;;;;;;s;;p
;;w;;;;;;;e;e;;;;;;;;;;;;p
;y;;t;;;;n;;;;;;;;;;;;;;;p
f;s;;t;;;;;;;;;;;;;;;;;;g;p
f;s;;t;;;;;;;;;;;;;;;;;s;;p
f;;w;t;;;;;;;;;;;;;;;;;;g;p
f;;w;t;;;;;;;;;;;;;;;;;s;;p
;s;;t;;;;;p;;;;;;;;;;;;;g;p
;s;;t;;;;;p;;;;;;;;;;;;s;;p
;;n;t;;;;n;;;;;;;;;;;;;;;p
;;;t;;;;n;;;;;;;;;;;;k;;;p
;;;t;;;;n;k;;;;;;;;;;;;;;p
;;;t;;;;;;;;;;;;;;;;h;;;p
;;;t;;;;;;;e;;;;;;;;;;;;p
;;;t;;;;;h;;;;;;;;;;;;;;p
;;;t;;;;;;;;;f;;;;;;;;;;p
;;;t;;;;;;;;f;;;;;;;;;;;p
;;;t;;;;;;;;;;;;;;;;;;u;p
f;y;;;;;;;g;;;;;;;;;;;;;;p
;y;y;;;;;;;;;;;;;;;;;;;d;p
;y;;;;;;n;;;;;;;;;;;;n;;;p
;y;;;;;;n;;;;;;;;;;;;k;;;p
;y;;;;;;;;;?;;;;;;;;;;;l;p
;y;;;;;;;;;;k;;;;;;;;;;;p
;y;;;;;;;;;;;k;;;;;;;;;;p
;y;g;;;;;;;;;;;;;;;;;;;g;p
;y;;;;;;;h;;;;;;;;;;;;;g;p
;y;g;;;;;;g;;;;;;;;;;;;;;p
;y;g;;;;;;h;;;;;;;;;;;;;;p
;y;;;;;;;g;;;;;;;;;;;;y;;p
;y;;;;;;;;;e;;;;;;;;;;;;p
;y;;;;;;;;;;;;;;;;;;;;u;p
f;;;;;;;;;;;k;;;;;;;;;;;p
f;;;;;;;;;;;;k;;;;;;;;;;p
f;;;;;;;;g;;;;;;;;;;;;;g;p
f;;y;;;;;;g;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;;;;;e;;;d;p
;s;;;;;;;;;?;;;;;;;;;;;d;p
;s;e;;;;;;;;;;;;;;;;;;;d;p
;;;;;;;n;;;;;;;;;;;;w;;d;p
;;n;;;;;n;;;;;;;;;;;;;;d;p
;;;;;;;n;;;;;;;;;;;;k;;d;p
;;g;;;;;n;;;;;;;;;;;;;;d;p
k;;;;;;;n;;;;;;;;;;;;;;d;p
;;;;;;;;;;?;;;;;;;;;w;;d;p
;;n;;;;;;;;?;;;;;;;;;;;d;p
;;e;;;;;;;;?;;;;;;;;;;;d;p
k;;;;;;;;;;?;;;;;;;;;;;d;p
;;e;;;;;;;;;;;;;;;;;w;;d;p
;;;;;;;;;;;k;;;;;;;;;;d;p
;f;;;;;;;h;;;;;;;;;;;;;d;p
;f;;;;;;;;;;;;;n;;;;;;;d;p
;;;;;;;;;;;;k;;;;;;;;;d;p
;;g;;;;;;h;;;;;;;;;;;;;d;p
;;y;;;;;;;;;;;;;;;;;;y;d;p
k;;e;;;;;;;;;;;;;;;;;;;d;p
;;;;;;;;;;;;;;;;;;;;s;d;p
;;;;;;;;g;;;;;;;;;;;;;d;p
;;p;;;;;;;;;;;;;;;;;;;d;p
;s;;;;;;n;;;;;;;;;;;e;;;;p
;s;;;;;;;;;;;;;;;;;e;;;l;p
;;;;;;;n;;;?;;;;;;;;e;;;;p
;;;;;;;;;;?;;;;;;;;e;;;l;p
;;;;;;;;;;;k;;;;;;;e;;;;p
;;;;;;;;;;;;k;;;;;;e;;;;p
;;;;;;;;;;;;;;p;;;;e;;;;p
;;;;;;;;;;;;;p;;;;;e;;;;p
;;;;;;;;;;;;;;;;;;e;;;p;p
;s;;;;;;n;;;?;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;;w;;;p
;s;n;;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;;k;;;p
;s;;;;;;n;;;e;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;;;;l;p
k;s;;;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;;;;;;;;;;;;;w;;l;p
;s;;;;;;;;;;;;;p;;;;;;;;p
;s;;;;;;;;;;;;p;;;;;;;;;p
;s;;;;;;;;;;;;;;;;;;h;;;p
;s;;;;;;;;;;;;;;;;;;;;u;p
;;;;;;;n;;;?;;;;;;;;;w;;;p
;;n;;;;;n;;;?;;;;;;;;;;;;p
;;;;;;;n;;;?;;;;;;;;;;;l;p
k;;;;;;;n;;;?;;;;;;;;;;;;p
;;;;;;;n;;;;k;;;;;;;;;;;p
;;;;;;;n;;;;;k;;;;;;;;;;p
;;;;;;;n;;;;;;;;;;;;;;g;p
;;w;;;;;n;;;;;;;;;;;;k;;;p
;;;;;;;n;;;;;;;p;;;;;;;;p
;;;;;;;n;;;;;;p;;;;;;;;;p
;;e;;;;;n;;;;;;;;;;;;;;;p
;;;;;;;n;;;;;;;;;;;;;s;;p
;;;;;;;n;;;;;;;;;;;;;;p;p
;;w;;;;;n;;;e;;;;;;;;;;;;p
;;p;;;;;n;;;;;;;;;;;;;;;p
;;;;;;;;;;?;;;;;;;;;w;;l;p
;;;;;;;;;;?;;;;p;;;;;;;;p
;;;;;;;;;;?;;;p;;;;;;;;;p
;;;;;;;;;;?;;;;;;;;;;;p;p
;;;;;;;;;;;;;;p;;;;;w;;;p
;;;;;;;;;;;;;p;;;;;;w;;;p
;;n;;;;;;;;;k;;;;;;;;;;;p
;;;;;;;;;;;k;;;p;;;;;;;;p
;;;;;;;;;;;k;;p;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;y;;p
;;;;;;;;;;;k;;;;;;;;h;;;p
;;e;;;;;;;;;k;;;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;;p;p
;;y;;;;;;;;;k;;;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;;l;p
;;;;;;;;h;;;k;;;;;;;;;;;p
;;;;;;;;;;;k;;;n;;;;;;;;p
;;;;;;;;;;;k;;n;;;;;;;;;p
;;;;;;;;;;;k;y;;;;;;;;;;p
;f;;;;;;;;;;;;;;;;;;h;;;p
;f;;;;;;;;;;;;;;;;;;;y;g;p
;f;y;;;;;;;;;;;;;;;;;;;g;p
;f;y;;;;;;;;;;;;;;;;;;y;;p
;f;;;;;;;h;;;;;;;;;;;;y;;p
;f;;;;;;;;;;;;;n;;;;;;y;;p
;f;;;;;;;;;;;;;;;;;;;;p;p
;f;y;;;;;;g;;;;;;;;;;;;;;p
;f;;;;;;;;;;;;n;;;;;;;;;p
;;n;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;;;;;k;;p;;;;;;;;p
;;;;;;;;;;;;k;p;;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;;y;;p
;;;;;;;;;;;;k;;;;;;;h;;;p
;;e;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;;;p;p
;;y;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;;;l;p
;;;;;;;;h;;;;k;;;;;;;;;;p
;;;;;;;;;;;;k;;n;;;;;;;;p
;;;;;;;;;;;;k;n;;;;;;;;;p
;;;;f;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;p;;;;;;;g;p
;;;;;;;;;;;;;p;;;;;;;;g;p
;;g;;;;;;;;;;;;;;;;;;y;g;p
;;;;;;;;g;;;;;;;;;;;;y;g;p
;;;;;;;;h;;;;;;;;;;;;y;g;p
;;;;;;;;;;;;;;;;;;;h;;g;p
;;;;;;;;;;;;;;n;;;;;;;g;p
;;;;;;;;;;;;;n;;;;;;;;g;p
;;b;;;;;;;;;;;;;;;;;;;g;p
;;;;;;;;;;;;;;p;;;;;h;;;p
;;;;;;;;;;;;;;p;;;;;;;p;p
;;y;;;;;;;;;;;;p;;;;;;;;p
;;;;;;;;;;;;;;p;;;;;;;l;p
k;;;;;;;;;;;;;;p;;;;;;;;p
;;;;;;;;g;;;;;;p;;;;;;;;p
;;;;;;;;h;;;;;;p;;;;;;;;p
;;;;;;;;;;;;;n;p;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;h;;;p
;;;;;;;;;;;;;p;;;;;;;;p;p
;;y;;;;;;;;;;;p;;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;;;l;p
k;;;;;;;;;;;;;p;;;;;;;;;p
;;;;;;;;g;;;;;p;;;;;;;;;p
;;;;;;;;h;;;;;p;;;;;;;;;p
;;;;;;;;;;;;;p;n;;;;;;;;p
;;g;;;;;;h;;;;;;;;;;;;y;;p
;;g;;;;;;;;;;;;;;;;;h;;;p
;;g;;;;;;p;;;;;;;;;;;;;p;p
;;g;;;;;;;;;;;;n;;;;;;;;p
;;g;;;;;;;;;;;n;;;;;;;;;p
;;;;;;;;b;;;;;;;;;;;;;;p
;;y;;;;;;g;;;;;;;;;;;;y;;p
;;;;;;;;;;;;;;;;;;;h;s;;p
;;;;;;;;;;;;;;;;;;;h;;p;p
;;y;;;;;;;;;;;;;;;;;h;;;p
;;;;;;;;g;;;;;;;;;;;h;;;p
;;;;;;;;;;;f;;;;;;;;h;;;p
;;;;;;;;;;;;;;n;;;;;h;;;p
;;;;;;;;;;;;;n;;;;;;h;;;p
;;;;;;;;;;;;;;;;;;;h;;u;p
;;b;;;;;;;;;;;;;;;;;h;;;p
;;e;;;;;;;;;;;;;;;;;;;p;p
;;e;;;;;;;;;;;;;;;;;;;l;p
;;;;;;;;p;;;;;;n;;;;;;;;p
;;;;;;;;p;;;;;n;;;;;;;;;p
;;;;;;;;;;;;;;;;;;l;;;;p
;;;;;;;;;;;;;;;;;;;;s;u;p
;;;;;;;;w;;e;;;;;;;;;;;;p
;;;;;;;;w;;;;;;;;;;;;;u;p
;;;;;;;;g;;;;;;;;;;;;;p;p
;;;;;;;;h;;;;;;;;;;;;;p;p
;;y;;;;;;h;;;;;;;;;;;;;;p
;;y;;;;;;;;;;;;n;;;;;;;;p
;;y;;;;;;;;;;;n;;;;;;;;;p
;;w;;;;;;;;;;;;;;;;;;;u;p
;;;;;;;;g;;;;;;n;;;;;;;;p
;;;;;;;;g;;;;;n;;;;;;;;;p
;;;;;;;;h;;;;;;n;;;;;;;;p
;;;;;;;;h;;;;;n;;;;;;;;;p
;;;;;;;;;;;;f;;;;;;;;;u;p
;;;;y;;;;;;;;;;;;;;;;;;p
;;;;s;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;f;;;;;;;;;;u;p
;;;;;;;;;;;;;;b;;;;;;;;p
;;;;;;;;;;;;;b;;;;;;;;;p
;;;;p;;;;;;;;;;;;;;;;;;p
;;;;c;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;;;;;;r;;;p
